label,text
0,一一丐一亀一一一 一一丁一一丄一一 一一一一一丁一一 一一丈一一丂一一 一一一一一丁一一 一一一一亀一一一 一丐一一一丁一一 一丠一一亀一一一 一一一一丠一一一 一丈一一一丐一一 一丐一一一丁一一 一丠一一亀一一一 一一一一一丁一一 一一丁一一丁一一 一一丁一丂一一一 一一丂一一一一一
0,一一丄一一丁一一 一一丈一一丂一一 一一丐一一丄一一 一一丠一一丈一一 一一乀一一丂一一 一一亀一一丄一一 一一乀一一丂一一 一一一丂一丐一一 一一一丁一丈一一 一一丠一一一一一 一一亀一一丄一一 一一乀一一丂一一 一一丠一一丁一一 一一丐一亀一一一 一一丈一乀一一一 一一一丁亀一一一
1,一一一一一丈一一 一一一一七一丐一 一一一一一丈一一 一一一丄丄一一一 一一一丂丁一一一 一一一丆一一一一 习七一丄一一丈一 一一一丄一一一一 亀一一一一一丈一 一一丁一丄丄一一 一一一一一一一一 一一一一丂一一一 一一一一一一一一 习一一一一一一一 一一一一丅一丈一 一一丂一上一一一
1,一乀一一一一一一 一一丄丠一一一一 一一一丄一一一一 一一一丄一一一一 一一一丄一一一一 一一一丄一一一一 一一一一丐一一一 一一一丐一一一一 一一一丠一一一一 一一一丠一一一一 一一一丠一一一一 一一一丠一一一一 一一一丠一一一一 一一一丐一一一一 一一一丠一一一一 一一一丠一一一一
1,一一一一一一一一 一一丐丄一一一一 一一一一丄一一一 一丁一一上一一一 一乀丈一丄一一一 一七一一丈一一一 一一丘一丂一一一 一一丐一一一一一 一一一一一一一一 一一丂一一一一一 一一一一一一一一 一一一一一一一一 一一一丠一一一一 一一一一一一一一 一一一一一一一一 一一一丐一一一一
1,一一一什一一一一 一一一一一一丨一 一一一一一一丨一 世一一一一一一一 一一一一一一一一 一一一一一一乐一 一一一一一一一一 一一一一一一丐一 一一一一一一丨一 一一一亀一一一一 一一一一一一一一 一一一一一一丘一 一一一一一一丐一 一一一一一一丨一 一一一一一一么一 上一一一一一一一
1,一丁丄一一一一一 一一且一一一一一 乀七乔一一一一一 乀一仈一一一一一 一一一丐一一一一 乀一一一一一一一 乀一乔一一一一一 一一乀一一一一一 丠丅一一一一一一 乀一一一一一一一 一一丐一一一一一 一一一一一一一一 亠丁丠一一一一一 乀一乀一一一一一 一一两一一一一一 一一且一一一一一
0,一一丁亀丐一一一 一一丠亂丈一一一 一一丈一丂一一一 一亀世一乀丁一一 一亀一一亀一一一 一一一一一丁一一 一一丐一一丂一一 一一丰丂一丁一一 一一么丁亀一一一 一一一一丐一一一 一亁一一丠一一一 一一一一丄一一一 一一丒丁一一一一 一一丒丁一一一一 一亁一一丐一一一 一一一一丠一一一
1,一一一一一丄一一 一且一一一一一一 一丁一一一一一一 亀丂丠一一一一一 丈丁一一一一一一 丄一丐一丂一一一 丄一一一一一丁一 一一一一一丠一一 一一丐一一一一一 一一一习一一一一 一一一一一一上一 一一一一丐一一一 一一一一一丁一一 一一一丄一一一一 一一亀一一一一一 一一一一一一丂一
0,一一一一乀一一一 一一丠一乀丁一一 一一丁一丂一一一 一一一一丐一一一 一丐一一乀丁乀一 一丐一一一丁一一 一一一一一丈一一 丠一一一一亠一一 一一一一一丈一一 一丐一一乀一一一 一丐一一一丁一一 一一一一一丈一一 一一丁一一一一一 一一一一丐一一一 一一両一乀丁一一 一一一一丐一一一
0,丐一乂一丩一一一 一一丢一义一一一 一一丢一丒一一一 一一両一么一一一 一亀丈一乄丂一一 一一丄一一一一一 一乀丄一两丄一一 一一一一一丂一一 一乀丄一乂丄一一 一一一丁一一一一 一一乔丂丠丐一一 一一丐丄一一一一 一一乀三乀丠一一 一一一丄一一一一 一一乐三乀丠一一 一一一丄一一一一
1,一丠一一一一丅一 一一一一亀一丄一 一一丐一一一一一 一一丐一一一一一 一丕予一乄丢一一 一亨丂乑上一一一 丐一一一一丈一一 丐一丂丑丈一一一 一丁一一一丈一一 一亄一乀一一一一 一一丅一丂丈一一 一一一一丂丂一一 一丁丄一丈一一一 一乀一一一一一一 一一亄一丈一一一 一丁亀一一一一一
0,一乀一一一一一一 一一丄一一一一一 一一丐一一一一一 一一一一么丅一一 一一丠一一一一一 一一丄一一一一一 一一丈一亁丂一一 一一一一乀一一一 乀一一一一一一一 一乀一一一丐一一 一一丄一乀一一一 一一亀一丈一一一 一一丄一乀一一一 一乀一一一丐一一 一一丄一一丁一一 一一一一乀一一一
0,一一一一乀临一一 一一一一乀个一一 一丄丂一乀个一一 一一丠丅乀个一一 一一一一亠丒一一 一一一一丠丕一一 丠丠一一亠丒一一 一一丐丅亠丒一一 一一一一丠业一一 一一一一丠丕一一 一丁丁一丠丕一一 一一亐丂丠丕一一 一丂丁一一亁一一 一丠一一一丐一一 一丁丁一一亁一一 一丁丁一一亁一一
0,一一一丁乐一一一 一一一一丐一一一 一一一一亀丂一一 一一一一乀一一一 一一一一么丐一一 一一一一丠丈一一 一一丄一丠一一一 一一一一亀丈一一 一一一一乀一一一 一一一一一丁一一 一丐丂一亀一一一 一一一一一丂一一 一一丁一一丅一一 一一亀一一丁一一 一一一一丈一一一 一一一丁一一一一
0,一丠一一亄一一一 一一一一亢一一一 一一一一乀丄一一 一亁一一亄一一一 一一一一乂一一一 一丄丂一亄一一一 一一一一乂丄一一 一丠丐一一一一一 一丐丈一一一一一 一丈丄一丨丁一一 一一一一両丈一一 一丈丄一一一一一 一丈丄一一一一一 一丄丂一五一一一 一一一一世丄一一 一丠一亀两一一一
1,一丐丌一一一一一 一一一一丂一一一 一一亀一一一一一 一一一一一亀一一 一一一一丠亐一一 一一一一一亀一一 一亀一一一一一一 一丠一一一一丄一 亀一一一一一一一 一亀一一一丠丬一 一一一一一一丄一 一丐一一一一丈一 乄一一一一一一一 亠一一一一一丈一 一一丄一一一一一 一一一一一一丄一
0,一一一一一丅一一 一一一一一丠一一 一一一一一丐一一 一一一一一丈一一 一一一一一丄一一 一一一一一丂一一 一一一一一丄一一 一一一一一丂一一 一一一一一丁一一 一一一一亀一一一 一一一一乀一一一 一一丈一亀一一一 一一一一丠一一一 一一一一丐一一一 一一一一丈一一一 一一一一丄一一一
0,一一一一一丅一一 一一丠一一一一一 一一丠一一一一一 一一丠一一丠一一 一一一一一上一一 一一丠一一一一一 一一丠一一一一一 一一丠一一丠一一 一一一一一丅一一 一一丠一一一一一 一一丂一一上一一 一一丄一一丅一一 一一丐一亀丂一一 一一丠一乀丁一一 一一一一丐一一一 一一一一一丈一一
0,一一丐一一一一一 一一上一一一一一 一一丄一一一一一 一亀乀一一一一一 一一丐一亀一一一 一一丄一一一一一 一丠乀一亀亊一一 一一丐一一一一一 一一丄一一一一一 一一丐一一一一一 一一乀一一一一一 一一一丂乀乁一一 一一一一亀亂一一 一亀丐丠一一丂一 一亀丄一一一一一 一丠乄一一亀丐一
0,一一一一一丐一一 一一亐丂乀丠一一 一丠一一一一一一 一一乐一一一一一 一亀一一亀乀一一 一一丈一亂丅一一 一一丁一一一一一 一一丠一一一一一 一一丂一一一一一 一丐一一一乂丂一 一一丈一一丁一一 一一亢一一一一一 一一一一一丈一一 一一亢一一丠一一 一丠一一一両一一 一一乒一亀一一一
1,亠一一一丂丈一一 一一一一一一一一 亀一一一一上一一 亀一一一丅一一一 亠一一一丅一一一 一一一一一丂一一 一一一一丄上丐一 亀一一一一一丈一 一一一丂一一一一 一一一一一一丈一 一一一丂一上一一 一一一丄一一一一 乀丁一亀一一一一 一一一一丆一一一 亀一一一丂一一一 一一一一丁丂一一
0,一一且一一一一一 一一一丂一一一一 一一一丁一一一一 一一一丂一一一一 一一丠一一亁一一 一一一丂一一一一 一一一一一亁一一 一一丠一一亁一一 一一一丂一一一一 一一丐一亀乀一一 一一一丂一一一一 一一丈一乀丠一一 一一亀一一一一一 一一且一一一一一 一一一丂一一一一 一一一丁一一一一
0,一亠丈一一一一一 一亠丈一一一一一 一一丅一一一丂一 一一一一一丠一一 一丐丠一丆一一一 一丐一一一一一一 一一一一丄一一一 一丐丢一丆一一一 一丐一一一一一一 一一一一丄一一一 亀一丒一丅一一一 一一一一丄一一一 一一一一丂一一一 一一一亀丁一一一 一一一乀一一一一 一一一亀一一一一
1,丂一丁一一一一一 丄一一一一一一一 丄一一一一一一一 一丠一丐一一一一 一亠一丄一一一一 一一亠丐一一一一 一且亠丐一一一一 一一亀一一一一一 一一一丂一一一一 一个一丐一一一一 一一一乀丂一一一 一一亠一一一一一 一丠一一丁一一一 一丈丠一一一一一 丂丨一一一一一一 一一一一一一一一
1,一一一一一一丐一 一亀一丄一一一一 一一一一一一一一 一丂丁一且一一一 一一一一丄一一一 一亀一一一一一一 亀一一一上一一一 丄一一一一一一一 一一世上丁亀丁一 一一丁上丄一一一 一七丈一一一一一 一一丈一丂一一一 一丈一一一一一一 一丠一一乀一一一 乀一一一一一一一 一一一一丂一一一
1,一一一一一乀一一 一乀一一一一一一 一一一一丨一一一 一一一一丄一一一 一一一一一丄一一 一一一一一上一一 一一一一亀一一一 一一一一亀上一一 一一一一一乀丂一 一一一一一乀七一 一一一一一乀丁一 一一一一一乀一一 一一一一一亠丂一 一一七一一乀丁一 一一一一一一丁一 一一丂一一乀一一
0,一一乀一一一一一 一一一一乀丁一一 一一亀丄一一一一 一一一一乀丂一一 一一亀丂乀丁一一 一一一一丠丁一一 一亀一一一一一一 一一么丂一一一一 一一么丂乀丈一一 一亀一一什一一一 一一么丂乀丂一一 一一么丁乀丄一一 一亀一一乀一一一 一一么丁乀上一一 一一么丂乀上一一 一丈丄一丠丒一一
1,一一一一一一一一 一一一一一一一一 一一一丠一一一一 一一丨一一一一一 一一乀丁一一一一 一一一丂一一一一 一一乘乒丁丐一一 一一亂丂一严一一 一一一丂一一一一 一一一一一丁一一 一一一一一一一一 一一一一一一一一 一一一一一一一一 一一一一一一一一 一一一一一一一一 一一乒一一一一一
0,一一一一一丅一一 一丈一一亂丄一一 一一丂一一丂一一 一一丁一一一一一 一亀一一一一一一 一乀一一一一一一 一丠一一一乐一一 一一一一一丨一一 一一一一一丌一一 一一一一一上一一 一一丁一一丅一一 一亀一一一一一一 一一丁一一上一一 一亀一一一一一一 一一丁一一且一一 一亀一一一一一一
0,一一五一一一丂一 一一且丁一乀一一 一一丄一一一一一 一一两丂一亁一一 一一乄丁丠丐一一 一一丄一一一一一 一一亨一乀丠一一 一一亢一丐丈丄一 一一丄一一丁一一 一一乀丁一丁一一 一一一一一丂一一 一一一一一丁一一 一一一一一丂一一 一一丁一一一一一 一一丂一一一一一 一一丁一一一一一
0,一一一一一丈一一 一一一一一丁一一 一一一一乀一一一 一一一一乀一一一 一一一一一丁一一 一一一一一丄一一 一一亐一丢一一一 一一丈一亂一一一 一一一一乀丄一一 一一乀一丄一一一 一一一一乀一一一 一一一一一丂一一 一一一丁丐一一一 一一一一乀一一一 一一一一亀一一一 一一亀一丈一一一
0,一一一一一且一一 一一一一一且一一 一一一一一上一一 一一一一一上一一 一一一一一丅一一 一一丐一一一一一 一一一一丠一一一 一一乀丁一一一一 一一一一丠一一一 一一亠一一一一一 一一一一丠一一一 一一乐一一丁一一 一一一一一上一一 一一一一一上一一 一一一一一丅一一 一一一一一丅一一
0,一丄一一乀丈一一 一一一一一丄一一 一亀一一一丂一一 一一一一一丁一一 一亀一一乀丂一一 一一丁一一一一一 一亀一一丠一一一 一一丁一一一一一 一乀一一丠丁一一 一一一一丠一一一 一一丂一丐一一一 一一一一丈一一一 一一丂一丐丄一一 一一丄一一一一一 一一丂一亀一一一 一一丄一一一一一
1,两一一一一一一一 丄一一一一一一一 丄一一一一一一一 丄一一一一一一一 丄一一一一一一一 两一一一一一一一 临一一一一一一一 丒一一一一一一一 丒一一一一一一一 丒一一一一一一一 丒一一一一一一一 丒一一一一一一一 丒一一一一一一一 丢一一一一一一一 丒一一一一一一一 丢一一一一一一一
1,一一丠一一一一一 一一丂一一一一一 一一丂丈亀丐一一 一一一乀一一一一 一一丂一一丐一一 一一一一一一一一 一一一一一丐一一 一一一一一丈一一 一一丂一一一一一 一一乀一亀一一一 一一一亀一一一一 一一丂一一一一一 一一一一一一一一 一一丂一一一一一 一一一一一一一一 一一一一丈丁一一
0,一亀丨一一万一一 一丈丈一一一一一 一于一一一亅一一 一一丂一一一一一 一亊一一一亀一一 一乀丁一一丁一一 一乊一一一丅一一 一乁丈一一丈一一 一一上一一一一一 一一丐丁丑一一一 一一三一一一一一 一一且一一丠一一 一亀且一一丒一一 一一丠一一乍一一 一丠上一丠丄一一 一一丂一一丁一一
1,一一一一一丈一一 一一丠一一亀一一 一一一一一一一一 一一丂一一一一一 一一一丂一一一一 一一一一一一一一 一一一乀丄一一一 丠一一一亀一一一 一丂一丂一一一一 一丠一一乀一一一 一丂一丂一一一一 一丂一乂丈一一一 一丢一一一一一一 一一一一丄丠丄一 一丐丠一一一一一 一一丠一一予一一
0,一丈丄一一亰丈一 一丐丈一一丨丄一 一一一一乀一一一 一丄丂一一一一一 乀丠一一丁一一一 亀乀一一一一一一 一亁一一一一一一 一丂丁一一一一一 一丄丂一一一一一 一丈丄一一一一一 一丐丈一乀丩一一 一丠丐一一亠且一 一一一一一亠且一 一乀丠一一亠两一 一亀乀一一亠且一 一一亁一一亠且一
0,一乀一一一丁一一 一一丈一乀丄一一 一一丄一丈一一一 一一一一乀一一一 一一一一一丁一一 一一一一一丄一一 一一丠一一一一一 一一亀一一一一一 一一一丂丌丂一一 一一一一一丁一一 一一丈一亀一一一 一一一丁乀一一一 一一一一一丁一一 一一丄一一一一一 一一丐一亀一一一 一一乀一丂一一一
1,一一亀乐一且丂一 一一一七丠一一丁 一一一乀丨一丂一 一一一一一且上丁 一一一一丠一一七 一一一上丨一丈一 一一一乀一一上一 一一乀一一一丂一 一一一丠一一丅一 一一乀七一一丅一 一一亀上一一丄一 一一一乡丐一一一 一一亀亡丱一一一 一一亀丁一一一一 一一亀丁一一一一 一一乀七一一一一
0,一一丈一一一一一 一一丠一一一一一 一一一一丐丈一一 一一丠一一一一一 一一丈一亀丄一一 一丐一一丄一一一 一一丂一一一一一 一一么一丈一一一 一一丂一一一一一 一一么一丐一一一 一一丂一一一一一 一一么一一丂一一 一一丂一一一一一 一一丨一一丄一一 一一丁一一一一一 一一丨一乀一一一
0,一一丂一一一丁一 一一丈一一一一一 一亀一一一亀一一 一一丈一一一一一 一一丂一一亀一一 一一丈一一一一一 一亀一一一乀一一 一一丈一一一一一 一一丂一一乀一一 一一一一一丠一一 一一一一一丠一一 一一一一一丐一一 一一一一一丐一一 一一一一一丈一一 一一亐一亀丈一一 一一一一一丄一一
0,一一丐一一丁一一 一一一一亀一一一 一乀一一乀一一一 一丠一一一丂一一 一乀丄一一丁一一 一一丂一一一一一 一乀一一一一一一 一丐一一一一一一 一乀一一一一一一 一丄一一一一一一 一一丈一丁一一一 一一一一一丐一一 一一一一一丁一一 一一丄一一丁一一 一一丠一一丁一一 一一丄一一一一一
0,一一一一一丁一一 一亀丈丂么丈一一 一亀丈丂乀么一一 一一一一一丂一一 一亀两丂一两丂一 一亡丈一一乀丂一 一一一一一乀丂一 一亡丈一一一一一 一一一一一丠丁一 一一一一一亠一一 一一丂一一乐一一 一互丄一一一一一 一一一一一丈一一 一一丄一一丄一一 一云丄一一么一一 一一一一一丌一一
0,一一上一一亀一一 一一一一一乀一一 一一上一一丠一一 一一一一一丐一一 一一丄一一一一一 一一丈一一丈一一 一一一一一丄一一 一一一一一丂一一 一一丈一一丁一一 一一亀丁亀一一一 一一亀一乀一一一 一一一丁丠一一一 一一一一丐一一一 一一乀丁丠一一一 一一一一丐一一一 一一一一丈一一一
1,一一丠一丁一一一 一一丠一一丁一一 一一一一一亀一一 一一一一亀一一一 一一一一一一一一 一一什一一一一一 一一亠一一一一一 乀一一一一一一一 乀一一一一一一一 乀一一一一亀一一 一一亐一一一一一 一一一一一亀一一 一一一一丁一一一 一一一一一亀一一 一一一一丁一一一 乀一一一一一一一
0,一一一一一丁一一 一一丐一一丂一一 一一丠一一丁一一 一一丐一亀一一一 一一一一乀一一一 一一丈一丠一一一 一一丄一丠一一一 一一一一乀一一一 一一丄一亀一一一 一一丈一乀一一一 一一丄一丠一一一 一一一一丐一一一 一一丂一丈一一一 一一一一丄一一一 一一丁一一一一一 一一丂一一一一一
1,一丁一一一一一一 一一一一丈一一一 一一一一一丄一一 一一一一一丁一一 一一七一一丆一一 一一一一丈丠一一 一一一一一丁一一 一一一一一丂一一 一一丈一一一一一 一一一一一且一一 一一一一一丄一一 乀一一一一一一一 一一丈一丐丈一一 一一一一丁一一一 一一一一丄一一一 一一一一丂一一一
1,一一乀一一一一一 一一一丁亐一一一 一一丠一一一一一 一一一一么一一一 一一丠一一一一一 一一丠一一一一一 一一丠一一一一一 一一丠一一一一一 一一一一么一一一 一一一一么一一一 一一亀一一一一一 一一乀一一一一一 一一丠一一一一一 一一丠一一一一一 一一丠一一一一一 一一丠一一一一一
0,一亀乀一五一一一 一一一一乘丁一一 一丐丈一一一一一 亀亀一一五丂一一 一一一一一丁一一 一丂丁一亘丄一一 一一一一一丁一一 一一丄一一一一一 一丐一一乐三一一 一一一一乀丁一一 一一一一丐丈一一 一一丈一乀丠一一 一一丄一亁一一一 一一丂丁一一一一 一一丄丂丂丁一一 一丐丈一一丁一一
1,一一一丠一丅一一 一什一一一亀一一 丁亀一一亀丁丁一 一丠一一一丁一一 丌一一一一一一一 一亀丂一一一一一 一一一一一一一一 丄一一丐一一一一 丂什一一一一一一 一一一一一一一一 一一一丠一丁一一 丄一一一一一一一 丠一一一一一一一 乀一一一一一一一 一一一一亀丁一一 丠一一一一一一一
0,一仐一一一一一一 一亰一一一一丂一 一乀丠一乀丂一一 一一丠丂一一一一 一一丠丂一丁一一 一一丠丂乀丁一一 一一亠一亠一一一 一一一丂一一一一 一一亠丂乀一一一 一一丄一丠一一一 一丈一一亀一一一 一一一一一丂一一 一仐一一一丈一一 一一一一一丐一一 一乐一一一一一一 一亀一一一乀一一
1,一一一丄一一一一 一一一丄一一一一 亀一一一一一一一 一一一一一丘一一 一一一一一丐一一 一一一一一丘一一 丁一一一一一一一 一一一一一亀个一 一一一一一亠一一 一一一一一乀丕一 一一一一一乀丕一 一一一一一乀丕一 一一一一一一一一 一一一一一一丆一 一一一一一一丅一 一一一一一乀丅一
0,一一丄一一一一一 一一丈一一一一一 一一丐一一一一一 一一丈一一一一一 一一丄一一一一一 一一丂一一一一一 一一丁一一一一一 一一丈一一亂一一 一一丁一一丠一一 一一丂一一乀一一 一一丄一一亀一一 一一丂一一乀一一 一一丁一一丠一一 一亀一一一丐一一 一乀一一一丈一一 一一丂一一乀一一
0,一一丄一丠丂一一 一一丐一一一一一 一一亀一一丁一一 一一丐一一一一一 一一丄一一一一一 一一丐一一一一一 一一丁一一一一一 一一丐一一一一一 一一丈一一一一一 一一一一乀一一一 一一丐一一丁一一 一一一一丈一一一 一一一一乀一一一 一一一一亀丂一一 一一丐一乀丅一一 一一丐一一一一一
1,丠亀一一一一一一 一一一丐一一一一 丰丠一一一一一一 买一一一丠丐一一 一一一一丐丠一一 一一一一丈乀一一 亀一一一一一一一 一亀一一一一一一 一一一一丠乀一一 一丐乀一一一一一 一一一一一一丁一 乀一一一一一一一 一一一丐一一一一 一一一丠一一一一 一亠一一丠亀丁一 丠丠丁一丈一一一
0,一一丈一乀丂一一 一一一一亀一一一 一一丈一一丁一一 一一丐一亀一一一 一一一一一丄一一 一一一一丠一一一 一一丈一丁一一一 一一丐一乀一一一 一一一一一丁一一 一一一一亀丄一一 一一丈一一七一一 一一一一亀一一一 一一一一乀丁一一 一一丐一亀一一一 一一一一丁一一一 一一一一丨一一一
1,一乐三一一一一一 一丄上一一一一一 一仠一一一一一一 一一丐一一一一一 一一一丠世丄亄一 一一一一一丐一一 一一一一丐一一一 一一一一一乀一一 一一丂一一一一一 一一乀一亀一丁一 一一乀一习乳一一 一一一一乀上一一 一一一一一买一一 一一一一亀一一一 一一一一一亀一一 一丠一一一一一一
0,一一乀一丠一一一 一一一丁亀一一一 一一亀一乀一一一 一一一丁亀一一一 一一乀一丠一一一 一一一丁亀一一一 一一亀一乀一一一 一一一一亀一一一 一一乀一丠一一一 一一一丁亀一一一 一一亀一乀一一一 一一一一亀一一一 一一丐一丈一一一 一一乀一一一一一 一一丠一丂一一一 一一乀一一一一一
0,一一乂一亐上一一 一一丈一一一一一 一一両一一一一一 一一乂一丠一一一 一一一一乀一一一 一一一一亐上一一 一乀一一一一一一 一一丁一一一一一 一一丄一一一一一 一一丐一乀严一一 一一丠一一一一一 一一亀一一一一一 一一一丂一一一一 一一丁一一一一一 一亠一一丐一一一 一乐一一乀一一一
1,一一丄一一一一一 一一一一一一一一 一一一一一一一一 一一一一一一一一 一一一一一一一一 丠一一一一一一一 一一一一一一丐一 一一一一一一一一 一一一一一一一一 一一一一一一一一 一一一一一一一一 丄一丄一一一一一 丐一一一一一一一 一一一一一一一一 一一一一一一一一 一一一丐一一一一
0,亀乀一一一亅一一 一亁一一丐上一一 一亁一一丐上一一 一亁一一丠丒一一 一丂丁一丠丅一一 一丐丈一乀一一一 一一一一丂一一一 一一一一一一丐一 一亀丈一争一一一 一丠一一亀乄一一 亀乀一一一亅一一 一亀一一丐上一一 一一丈一乀一一一 一一上一乀丂一一 亀亀一一丐上一一 一亀一一丠一一一
1,一一丂一丠一一一 一一一一一丠一一 亀一亀一丌一一一 亀一丂一一一一一 一丠丠一亨丂一一 亀丂亀一一乀一一 一丠一一丠丐一一 亀上一一亠乂一一 一一一一亀一一一 一一一一丈一一一 一丨云丂亠丈丒一 一一丁一一一丁一 一丐両一丠亂一一 一一丠一一丂一一 一上丁一亀丈丂一 一丨一一丠亀一一
1,一丠一一一一一一 一一一亀一一一一 一一一一一一一一 一一一一一一丐一 一丠一一一一一一 一一一一丁乀一一 一一一一一一一丈 一一一一一一一丐 一丨一一一一丈一 一一一亀一一一一 一一一一一一一一 一一一一一一一一 一丠一一一一一一 一一一丐一一一一 一一一丐一一一丄 一一一乀一一一一
0,一一丂一一丐一一 一亀一一一丄一一 一一丁一一丈一一 一乀一一一丂一一 一一丁一一一一一 一亀一一一丄一一 一乀一一一丂一一 一亄一一一丄一一 一一丁一一乀一一 一乀一一一一一一 一一丁一一乀一一 一亀一一一丄一一 一一丁一一乀一一 一乀一一一一一一 一一丁一一乀一一 一一丁一什丂一一
0,一一且一一丄一一 一一一一亀一一一 一丈一一一且一一 一一一一亀一一一 一一丄一丠丄一一 一一丄一丈一一一 一一丈一丐一一一 一一丐一一一一一 一一丈一丐一一一 一一丐一丠一一一 一一丈一丁一一一 一一丠一乀一一一 一一丂一丄一一一 一一丈一丐一一一 一亀一亀一一一一 一一丐一丠一一一
0,一一丐一一一一一 一一丠一一一一一 一一丈一乀丂一一 一一一一一丁一一 一一一一亀丂一一 一一一一一丁一一 一一乀一一一一一 一一亀一一一一一 一一乀一一丁一一 一一丠一一一一一 一一一一一丂一一 一一一丁丐一一一 一一丈一丁一一一 一一乀丁丈一一一 一一亀一一一一一 一一乀丈一丅一一
0,一一一一丐一一一 一一丠一丂一一一 一一乀一丄一一一 一一丈一一一一一 一一丐一亀一一一 一一丈一一一一一 一一一丁亀一一一 一一一一乀一一一 一一一一亀一一一 一一一一丐一一一 一一一丁丠一一一 一一丈一亀一一一 一一丐一一丄一一 一一丈一一丂一一 一一一丂一丁一一 一一一一亀一一一
0,一丁一一一一一一 一丈一一一一一一 一丠一一一一一一 一一丁一亀乔一一 一一丁一一一一一 一一丄一一一一一 一一丐一一一一一 一一亀一亠且一一 一一一丂一一一一 一丈一丠一一一一 一一丈一亠丄一一 一一丄一一一一一 一一丁一丠丁一一 一一丄一一一一一 一一丐一一一一一 一一一丁一五一一
1,一一一一亀一一一 一一一一亀一一一 一一一一一丂一一 一一一一一一一一 一一一一一丁一一 丒一一一一一一一 丐一一一一一一一 丐一一一一丁一一 丐一一一一一一一 丒一一一一丁一一 且一一一一一一一 两一一一一一一一 一丂一一一一一一 一且一一一一一一 上一一一一一一一 丐一一一一一一一
1,一一一一丐一一一 一一一一丁一一一 一一一一亀一一一 一一一一三一一一 一一一一丈一一一 一一一亀上一一一 一一一一亐丂一一 一一一一乐丁一一 一一一一亐丂一一 一一一一乐丁一一 一一一一乐丁一一 一一一一一丁一一 一一一一乐丁一一 一一一亀且一一一 一一一亀且一一一 一一一亀且一一一
1,一一一一一一丁一 一一一一一一一一 一一一一一一一一 一一一一一一一一 一一一一一一丁一 一一一一一一一一 一一一一一一一一 一一一一一一一一 一一一乀一亀一一 一一一一一一一一 且一一一一一一一 一一一一一一一一 一一一一一一一一 丨一一一一一一一 一一一一一乀丁一 一一一一一一一一
0,一乀一一一一一一 一亀一一丄一一一 一一丂一丂一一一 一一丂一丁一一一 一一丠一丠一一一 一一丐一一一一一 一一丈一一一一一 一亀丐一一丁一一 一一一一丈一一一 一亀一一丄一一一 一丠一一丈一一一 一一一一丁一一一 一一一亀一一一一 一一丐一一一一一 一一丈一一一一一 一一丄一一一一一
1,一一一乀丁一一一 一一一亠一一一一 丂一一乀一一一一 一一一一丠丠一一 丈一一一一一一一 一一一一一一一一 丈一一一一一一一 一一一一一一一一 一一一一一一一一 一一丐一一一一一 一一一一一一一一 一一一丠一一一一 且一乀一一一一一 丠一一丐亀一一一 丈一一丐乀一一一 丈一一一一一一一
0,一一一一乀一一一 一一丠丅一丐一一 一一一一一丠一一 一一一一一丠一一 一一丐丅一一一一 一一一一一乀一一 一一丂一一乀一一 一乐一一一一一一 一一一一乀一一一 一一一一乀一一一 一亠一一乀一一一 一亀一一亀一一一 一亀一一一丁一一 一亐一一一丁一一 一乀一一一一一一 丁一一一一一一一
1,一一一一一一一一 一一一一一一一一 一一一一一一一一 一一一一一一一一 一丁一両一一一一 一一亀乀一一一一 一一一两一一一一 一丂一一丄一一一 一丁一丐丂乀丈一 一一丄一一一丈一 一一上一一一一一 一七一一丈丐一一 一丌一一个一一一 一丄一一一一一一 一一乐丠丘一一一 一丘丐一丈一一一
0,一丠丐一丠丐一一 一一且一乀丠一一 一丐丈一一一一一 一丂丁一一一一一 一丠一一一一一一 一亰丈一亀乒一一 一亰丈一亀乒一一 一亐丈一亀乒一一 一丠一一一一一一 一丄丄一一亁一一 一丂丂一一丂丁一 一一丄一一丁一一 一一丈一一一一一 一一一一一丁一一 一一一一一一一一 丄丂亁一一一一一
0,一丈一一一丁一一 一丠一一一一一一 一亀一一一一一一 一丄一一一丂一一 一丐一一一一一一 一亀一一一一一一 一丈一一一丄一一 一丠一一一一一一 一亀一一一一一一 一丈一一一丄一一 一丠一一一一一一 一亀一一一一一一 一丈一一一丄一一 一丠一一一一一一 一亀一一一一一一 一丈一一一丈一一
1,一一一一丠丁一一 一一一一么一一一 一一一一丑一一一 一一一一丄一一一 一一一丅一一一一 一一一一丄一一一 一一一丂一一一一 一一一一丑一一一 一一一丆一一一一 一一一丂一一一一 一一一上一一一一 一一一丆三一一一 一一一一丄一一一 一一一一上一一一 一一一一丕一一一 一一一一乀一一一
1,一一一一一一且一 一一丁一一一丈一 一一一一一一丄一 一一丁一一一一一 丄一一一一一一一 一丈丁丂一一一一 一一亀一丄一一一 一一一一一丂一一 一一一一一一丁一 一一一一一一丁一 一一一一亠一丠一 一一一一一丐一一 一一一一亀一一一 一一丁一一一一一 一一一一一一丈一 一一一一一一丈一
0,一一一一乀一一一 一亀一一亀一一一 一亀乀一两一一一 一亀丐一上一一一 一乀丠一丐丁一一 一一一一丈一一一 一一丢一丐丁一一 一一丒一亐一一一 一一丈一乀一一一 一一丒一亐一一一 一一丑一予一一一 一亀一一丄一一一 一一丑一予一一一 一一亁一么一一一 一一一一丠一一一 一一丐亁丈一一一
